time,leg0_joint0_rad,leg0_joint1_rad,leg0_joint2_rad,leg1_joint0_rad,leg1_joint1_rad,leg1_joint2_rad,leg2_joint0_rad,leg2_joint1_rad,leg2_joint2_rad,leg3_joint0_rad,leg3_joint1_rad,leg3_joint2_rad,
4600.33,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.34,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.34,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.34,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.35,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.35,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.36,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.36,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.36,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.37,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.37,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.38,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.38,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.38,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.39,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.39,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.4,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.4,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.4,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.41,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.41,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.42,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.42,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.42,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.43,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.43,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.44,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.44,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.44,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.45,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.45,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.46,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.46,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.46,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.47,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.47,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.48,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.48,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.48,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.49,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.49,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.5,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.5,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.5,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.51,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.51,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.52,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.52,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.52,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.53,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.53,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.54,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.54,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.54,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.55,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.55,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.56,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.56,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.56,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.57,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.57,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.58,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.58,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.58,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.59,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.59,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.6,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.6,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.6,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.61,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.61,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.62,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.62,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.62,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.63,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.63,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.64,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.64,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.64,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.65,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.65,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.66,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.66,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.66,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.67,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.67,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.68,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.68,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.68,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.69,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.69,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.7,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.7,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.7,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.71,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.71,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.72,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.72,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.72,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.73,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.73,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.74,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.74,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.74,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.75,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.75,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.76,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.76,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.76,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.77,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.77,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.78,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.78,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.78,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.79,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.79,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.8,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.8,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.8,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.81,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.81,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.82,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.82,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.82,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.83,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.83,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.84,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.84,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.84,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.85,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.85,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.86,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.86,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.86,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.87,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.87,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.88,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.88,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.88,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.89,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.89,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.9,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.9,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.9,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.91,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.91,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.92,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.92,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.92,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.93,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.93,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.94,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.94,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.94,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.95,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.95,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.96,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.96,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.96,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.97,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.97,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.98,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.98,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.98,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.99,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4600.99,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.01,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.01,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.02,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.02,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.02,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.03,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.03,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.04,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.04,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.04,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.05,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.05,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.06,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.06,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4601.06,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
